path,title,publication,date,language,image,status
"/portfolio/author-punisher-melk-en-honing","Author & Punisher — Melk En Honing","Angry Metal Guy","2 July 2015","en","https://images.squarespace-cdn.com/content/v1/658e990e3cae2759c6d9f2ff/1704022609249-F6GB4A3HQU2MMK4M76ZC/Author-and-Punisher-Melk-En-Honing-01.jpg","recovered from Squarespace page 2"
"/portfolio/at-folsom-prison-every-dream-and-every-crisis-means-the-rise","At Folsom Prison — Every Dream And Every Crisis Means The Rise","PopMatters","29 June 2015","en","https://images.squarespace-cdn.com/content/v1/658e990e3cae2759c6d9f2ff/1703861818163-UUPQ7HO77TBMMUMEKKBG/a1437836299_65.jpeg","recovered from Squarespace page 2"
"/portfolio/the-shak-speares-dramedy","The Shak & Speares — Dramedy","OndaRock","14 February 2015","it","https://images.squarespace-cdn.com/content/v1/658e990e3cae2759c6d9f2ff/1704033540903-T1VWS83NV0GTN2CKPWMM/dramedy_1423904433.jpg","recovered from Squarespace page 2"
"/portfolio/john-supko-and-bill-seaman-straits","John Supko And Bill Seaman — S_Traits","PopMatters","12 February 2015","en","https://images.squarespace-cdn.com/content/v1/658e990e3cae2759c6d9f2ff/1703862788416-5DYOIV8NU561VMHO6O5Z/R-6333206-1416695627-4317.jpg","recovered from Squarespace page 2"
"/portfolio/the-sharp-things-adventurers-inn","The Sharp Things — Adventurer’s Inn","PopMatters","21 January 2015","en","https://images.squarespace-cdn.com/content/v1/658e990e3cae2759c6d9f2ff/1703871403571-22SYRZTCBQJNXJVH9MCX/a1743031237_10.jpg","recovered from Squarespace page 2"
"/portfolio/george-harrison-the-apple-years-1968-75","George Harrison — The Apple Years 1968–75","PopMatters","30 October 2014","en","https://images.squarespace-cdn.com/content/v1/658e990e3cae2759c6d9f2ff/1703951954189-LEAOMJUX2QWIBYIEA6TC/universal-music-group1.jpg","recovered from Squarespace page 2"
"/portfolio/prominent-uyghur-academic-ilham-tohti-jailed-for-life","Prominent Uyghur academic Ilham Tohti jailed for life","openDemocracy","10 October 2014","en","https://images.squarespace-cdn.com/content/v1/658e990e3cae2759c6d9f2ff/1703848993483-WDJ20S0A4IJUGLVD83ZJ/52f02f0a-cc2a-4c5f-859d-35d7a97d3dc0-1020x612.jpeg","recovered from Squarespace page 2"
"/portfolio/smallgang-san","Smallgang — San","PopMatters","8 October 2014","en","https://images.squarespace-cdn.com/content/v1/658e990e3cae2759c6d9f2ff/1703953043878-UQD4HP8109YKPT8P8U5K/a1675306380_10.jpg","recovered from Squarespace page 2"
"/portfolio/pink-floyd-the-division-bell-20th-anniversary-deluxe-edition","Pink Floyd — The Division Bell (20th Anniversary Deluxe Edition)","PopMatters","15 August 2014","en","https://images.squarespace-cdn.com/content/v1/658e990e3cae2759c6d9f2ff/1703953221670-HLVYTK7HGCPYI01W1HAN/61Chksg8MRL._UF1000%2C1000_QL80_.jpg","recovered from Squarespace page 2"
"/portfolio/rabbitsss-penguins","RABBITSSS — PENGUINS","PopMatters","4 August 2014","en","https://images.squarespace-cdn.com/content/v1/658e990e3cae2759c6d9f2ff/1703953421792-LBOU9ZCITKRIM4TBXENS/ab67616d0000b273e7b2fbcc7f225f782c59d387.jpg","recovered from Squarespace page 2"
"/portfolio/aisles-445-am","Aisles — 4.45am","PopMatters","24 July 2014","en","https://images.squarespace-cdn.com/content/v1/658e990e3cae2759c6d9f2ff/1703953588778-ATUF9JXPHHA2VMP2FHPM/71dKj3gJQ5L._UF1000%2C1000_QL80_.jpg","recovered from Squarespace page 2"
"/portfolio/jaga-jazzist-starfire","Jaga Jazzist — Starfire","","","en","https://images.squarespace-cdn.com/content/v1/658e990e3cae2759c6d9f2ff/1704014636285-D157LLPKHEHPEXY7M6BY/Starfire_%28Jaga_Jazzist_album%29.jpg","recovered from Squarespace page 2"
"/portfolio/polar-bear-same-as-you","Polar Bear — Same As You","","","en","https://images.squarespace-cdn.com/content/v1/658e990e3cae2759c6d9f2ff/1703861977500-TPUP0S4CS9BY5R694IVY/Polar_bear_same_as_you_album_cover.jpg","recovered from Squarespace page 2"
